Body;Body_new;Tag
Khách sạn có vị trí ngay trung tâm và gần bãi biển! Phòng rộng, Sạch sẽ, nhân viên lịch sự nhẹ nhàng! Ăn sáng buffet chưa được phong phú và không ngon lắm!;Khách sạn có vị trí ngay trung tâm và gần bãi biển! Phòng rộng, Sạch sẽ, nhân viên lịch sự nhẹ nhàng! Ăn sáng buffet chưa được phong phú và không ngon lắm!;Neutral
Giá tiền hợp lý, phòng deluxe view biển đẹp, rộng rãi, tiện nghi. Rất hài lòng với trải nghiệm tại đây.;Giá tiền hợp lý, phòng deluxe view biển đẹp, rộng rãi, tiện nghi. Rất hài lòng với trải nghiệm tại đây.;Positive
Nhân viên nhiệt tình , thân thiện, khách sạn sạch sẽ. Nếu có cơ hội sẽ ghé lại tiếp;Nhân viên nhiệt tình , thân thiện, khách sạn sạch sẽ. Nếu có cơ hội sẽ ghé lại tiếp;Positive
Mỗi lần gọi thang xuống tầng hoặc lên rất khó khăn và chậm, buffet sáng không ngon không phong phú món ăn;Mỗi lần gọi thang xuống tầng hoặc lên rất khó khăn và chậm, buffet sáng không ngon không phong phú món ăn;Negative
thang máy quá kém. không dủ phục vụ. tôi phải chờ 25 phút chờ xuống check out;thang máy quá kém. không dủ phục vụ. tôi phải chờ 25 phút chờ xuống check out;Negative
Gia đình mình vẫn lựa chọn khách sạn Mường Thanh mỗi lần đến Nha Trang. Vị trí tuyệt vời, nhân viên thân thiện , chắc chắn sẽ quay lại và sẽ giới thiệu khách sạn cho bạn bè và người thân.;Gia đình mình vẫn lựa chọn khách sạn Mường Thanh mỗi lần đến Nha Trang. Vị trí tuyệt vời, nhân viên thân thiện , chắc chắn sẽ quay lại và sẽ giới thiệu khách sạn cho bạn bè và người thân.;Positive
Bãi đậu xe oto đông kẹt chật chột, ăn sáng ko ngon và lên thêm món hết rất chậm;Bãi đậu xe oto đông kẹt chật chột, ăn sáng ko ngon và lên thêm món hết rất chậm;Negative
Mình đã nghỉ tết 2024 này ở MT và thấy rất đáng. Nha Trang quả thực rất đẹp và chi phí du lịch cũng rẻ nữa.;Mình đã nghỉ tết 2024 này ở MT và thấy rất đáng. Nha Trang quả thực rất đẹp và chi phí du lịch cũng rẻ nữa.;Positive
Lễ tân nhiệt tình hỗ trợ, bạn Lĩnh, Hiếu, tôi sẽ quay lại vào chuyến công tác tới.;Lễ tân nhiệt tình hỗ trợ, bạn Lĩnh, Hiếu, tôi sẽ quay lại vào chuyến công tác tới.;Positive
Phòng rộng rãi thoải mái, nhưng hơi tối nha, view thẳng qua toà kế bên nên đóng cửa suốt chứ ko dám mở;Phòng rộng rãi thoải mái, nhưng hơi tối nha, view thẳng qua toà kế bên nên đóng cửa suốt chứ ko dám mở;Neutral
Địa điểm trung tâm, gần quảng trường 2/4. Phòng hướng biển view đẹp, có thể nhìn thấy quảng trường, tháp Trầm Hương. Nhân viên lịch sự, dễ thương từ chú bảo vệ đến nhân viên hành lý, lễ tân, phục vụ đều thân thiện, niềm nở. Lần sau đến Nha Trang chắc chắn sẽ chọn lựa Mường Thanh Luxury Nha Trang.;Địa điểm trung tâm, gần quảng trường 2/4. Phòng hướng biển view đẹp, có thể nhìn thấy quảng trường, tháp Trầm Hương. Nhân viên lịch sự, dễ thương từ chú bảo vệ đến nhân viên hành lý, lễ tân, phục vụ đều thân thiện, niềm nở.;Positive
Tôi là Khách lưu trú trong thời gian ngắn từ 24-26/12/2023 tuy nhiên tôi rất hài lòng về thái độ phục vụ của NV từ BP lễ tân đến NV Bellman đến NV buồng phòng Chúc KS MT Nha Trang nói riêng và Hệ thống KS MT nói chung ngày càng phát triển;Tôi là Khách lưu trú trong thời gian ngắn từ 24-26/12/2023 tuy nhiên tôi rất hài lòng về thái độ phục vụ của NV từ BP lễ tân đến NV Bellman đến NV buồng phòng Chúc KS MT Nha Trang nói riêng và Hệ thống KS MT nói chung ngày càng phát triển;Positive
Mùa này Nha Trang vắng khách nhưng đến khách sạn vẫn thật tuyệt vời. Mọi thứ đều ổn, mình sẽ ghé lại đây trong lần tới đến Nha Trang;Mùa này Nha Trang vắng khách nhưng đến khách sạn vẫn thật tuyệt vời. Mọi thứ đều ổn, mình sẽ ghé lại đây trong lần tới đến Nha Trang;Positive
Khách sạn đẹp, nhân viên rất nhiệt tình và thân thiện, và đước cái khách sạn sát bờ biển và khu trung tâm.;Khách sạn đẹp, nhân viên rất nhiệt tình và thân thiện, và đước cái khách sạn sát bờ biển và khu trung tâm.;Positive
Tất cả mọi thứ đều ổn, đặc biệt mình thích nhân viên ở đây, ai cũng nhẹ nhàng, nhiệt tình, dễ thương nhất là em Phương (bộ phận chăm sóc khách hàng). Chỉ có 1 điểm trừ là cách âm rất kém và thang máy hơi chậm.;Tất cả mọi thứ đều ổn, đặc biệt mình thích nhân viên ở đây, ai cũng nhẹ nhàng, nhiệt tình, dễ thương nhất là em Phương (bộ phận chăm sóc khách hàng). Chỉ có 1 điểm trừ là cách âm rất kém và thang máy hơi chậm.;Positive
Rất hài lòng! Vị trí ngay mặt biển Nhân viên thân thiện, nhiệt tình Ngày dọn phòng hai lần, rất sạch sẽ;Rất hài lòng! Vị trí ngay mặt biển Nhân viên thân thiện, nhiệt tình Ngày dọn phòng hai lần, rất sạch sẽ;Positive
Mỗi lần công tác ở đây thì các bạn Lễ tân đều nhiệt tình hỗ trợ, Lễ tân 10 điểm;Mỗi lần công tác ở đây thì các bạn Lễ tân đều nhiệt tình hỗ trợ, Lễ tân 10 điểm;Positive
Lễ tân nhiệt tình, đặc biệt bạn Lĩnh và Hiếu lễ tân hỗ trợ rất nhiều;Lễ tân nhiệt tình, đặc biệt bạn Lĩnh và Hiếu lễ tân hỗ trợ rất nhiều;Positive
Khách sạn ở vị trí trung tâm, nhân viên nhiệt tình, tiện nghi khá ok;Khách sạn ở vị trí trung tâm, nhân viên nhiệt tình, tiện nghi khá ok;Positive
Ks là điểm đến của gđ khi ra nha trang, đã ở đây vài lần, nv dễ thương, buffet ngon , đa dạng món;Ks là điểm đến của gđ khi ra nha trang, đã ở đây vài lần, nv dễ thương, buffet ngon , đa dạng món;Positive
Khách sạn sạch sẽ, nhân viên rất tươi, phục vụ chu đáo. Phòng rộng rãi đầy đủ tiện nghi;Khách sạn sạch sẽ, nhân viên rất tươi, phục vụ chu đáo. Phòng rộng rãi đầy đủ tiện nghi;Positive
Nhóm gia đình mình rất vừa ý khi lưu trú tại đây. Tất cả nhân viên nhiệt tình , lễ phép. Phòng ốc sạch sẽ, view biển tuyệt vời.;Nhóm gia đình mình rất vừa ý khi lưu trú tại đây. Tất cả nhân viên nhiệt tình , lễ phép. Phòng ốc sạch sẽ, view biển tuyệt vời.;Positive
Lần này đến ks vẫn rất tuyệt với chỉ có 1 điều cần góp ý là khách sạn để kính bị dính bụi nhiều làm mất sự thoả mái tầm view;Lần này đến ks vẫn rất tuyệt với chỉ có 1 điều cần góp ý là khách sạn để kính bị dính bụi nhiều làm mất sự thoả mái tầm view;Neutral
Khách sạn 5sao đẹp,sạch sẽ , ngay trung tâm , lễ tân , bảo vệ , dịch vụ rất lịch sự chu đáo. Khi về mình có để quên cái airpord pro trị giá 7tr. 2 ngày sau gọi lên ks đã tìm thấy và gửi về tận nhà cho mình . M đi nhóm 10N - ở 4N3D book 3 phòng view biển thôi nhưng dc tặng thêm 2 view biển nữa ,book trên agoda nên giá rất rẻ ,Ks ở rất đáng đồng tiền. Chuyến đi rất hài lòng;Khách sạn 5sao đẹp,sạch sẽ , ngay trung tâm , lễ tân , bảo vệ , dịch vụ rất lịch sự chu đáo. Khi về mình có để quên cái airpord pro trị giá 7tr. 2 ngày sau gọi lên ks đã tìm thấy và gửi về tận nhà cho mình .;Positive
Ở 5 đêm có những trãi nghiệm tuyệt vời. Nhân viên khách sạn chu đáo hỗ trợ khách rất tận tâm. Vợ tôi đặt qua agoda nhưng nhầm giai đoạn bạn Hồng lễ tân giúp tối đặt giai đoạn mới và huỷ giai đoạn cũ. Phòng ở và dịch vụ chu đáo từ khi vào nhận phòng đến khi trả phòng. Nhất định sẽ quay lại nếu có cơ hội đến Nha Trang;Ở 5 đêm có những trãi nghiệm tuyệt vời. Nhân viên khách sạn chu đáo hỗ trợ khách rất tận tâm. Vợ tôi đặt qua agoda nhưng nhầm giai đoạn bạn Hồng lễ tân giúp tối đặt giai đoạn mới và huỷ giai đoạn cũ.;Positive
Nhân viên khách sạn rất nhiệt tình hỗ trợ khách. Đặt biệt bạn Hồng lễ tân đã hỗ trợ rất tốt đoàn tôi trong quá trình lưu trú. Nhất định sẽ quay lại nếu có cơ hội đến Nha Trang;Nhân viên khách sạn rất nhiệt tình hỗ trợ khách. Đặt biệt bạn Hồng lễ tân đã hỗ trợ rất tốt đoàn tôi trong quá trình lưu trú. Nhất định sẽ quay lại nếu có cơ hội đến Nha Trang;Positive
Có 1 chút vấn đề với bảo vệ bên ngoài khi đại gia đình tôi đến nơi, nhưng các bạn sãnh đã hỗ trợ, đặc biệt bạn Thanh đã hỗ trợ đại gia đình tôi rất tốt. Hy vọng đội bảo vệ bên ngoài xử lý linh hoạt hơn và đặt biệt là biểu hiện bên ngoài nhìn sao cho thiện cảm hơn 1 chút. Xin cảm ơn.;Có 1 chút vấn đề với bảo vệ bên ngoài khi đại gia đình tôi đến nơi, nhưng các bạn sãnh đã hỗ trợ, đặc biệt bạn Thanh đã hỗ trợ đại gia đình tôi rất tốt.;Positive
Khách sạn có vị trí đẹp, nhân viên nice, thân thiện, gặp khách đều gập đầu cười chào rất lịch sự, buffet sáng ăn ổn. Có một vài điểm trừ: check in chậm (mặc dù mình đến là 14h30 rồi), sảnh nóng, cơ sở vật chất so với tiêu chuẩn 5* thì khá là cũ.;Khách sạn có vị trí đẹp, nhân viên nice, thân thiện, gặp khách đều gập đầu cười chào rất lịch sự, buffet sáng ăn ổn. Có một vài điểm trừ: check in chậm (mặc dù mình đến là 14h30 rồi), sảnh nóng, cơ sở vật chất so với tiêu chuẩn 5* thì khá là cũ.;Neutral
KS có vị trí thuận lợi, tiện nghi tốt, phù hợp với gia đình có trẻ nhỏ;KS có vị trí thuận lợi, tiện nghi tốt, phù hợp với gia đình có trẻ nhỏ;Positive
Một lần nữa lại có trải nghiệm tuyệt vời ở đây , cảm ơn bạn Phước Lễ tân đã hỗ trợ nhiệt tình và chu đáo, đồ ăn sáng ngon và phòng đẹp,rất đáng để lưu trú khi đến nha trang.;Một lần nữa lại có trải nghiệm tuyệt vời ở đây , cảm ơn bạn Phước Lễ tân đã hỗ trợ nhiệt tình và chu đáo, đồ ăn sáng ngon và phòng đẹp,rất đáng để lưu trú khi đến nha trang.;Positive
mọi thứ đều ok, có 1 điểm trừ về phục vụ bữa sáng ko chu đáo khi order trước nhưng chờ 30'. khách đến sau đều ra món ăn hết mới đến mình. sau đó ks đã xin lỗi và tặng giỏ trái cây ... nói chung thái độ nv và qly như vậy rất chuyên nghiệp.;mọi thứ đều ok, có 1 điểm trừ về phục vụ bữa sáng ko chu đáo khi order trước nhưng chờ 30'. khách đến sau đều ra món ăn hết mới đến mình. sau đó ks đã xin lỗi và tặng giỏ trái cây ... nói chung thái độ nv và qly như vậy rất chuyên nghiệp.;Neutral
Gia đình tôi hài lòng khi lựa chọn Mường Thanh là chuyến nghĩ dưỡng. Nhân viên khách sạn chu đáo khi hỗ trợ gia đình nhận phòng sớm. Mùa này du lịch khá vắng nên giá cũng Ok. Bạn Hồng nhân viên lễ tân tặng bánh kem tôi ngay ngày sinh nhật. Bất ngời và rất cảm ơn Khách sạn;Gia đình tôi hài lòng khi lựa chọn Mường Thanh là chuyến nghĩ dưỡng. Nhân viên khách sạn chu đáo khi hỗ trợ gia đình nhận phòng sớm. Mùa này du lịch khá vắng nên giá cũng Ok. Bạn Hồng nhân viên lễ tân tặng bánh kem tôi ngay ngày sinh nhật. Bất ngời và rất cảm ơn Khách sạn;Positive
Phòng tuy hơi nhỏ nhưng thiết kế hợp lý và nhân viên thân thiện. Rất phù hợp với gia đình và trẻ nhỏ.;Phòng tuy hơi nhỏ nhưng thiết kế hợp lý và nhân viên thân thiện. Rất phù hợp với gia đình và trẻ nhỏ.;Positive
Vị trí khách sạn ngay trung tâm thành phố nên đi lại rất thuận tiện. Nhân viên bộ phận lễ tân thân thiện. Bạn Tuyền lễ tân rất nhiệt tình, đã hỗ trợ rất nhiều cho chúng tôi trong kì nghỉ. Nhất định sẽ quay lại lưu trú tại khách sạn;Vị trí khách sạn ngay trung tâm thành phố nên đi lại rất thuận tiện. Nhân viên bộ phận lễ tân thân thiện. Bạn Tuyền lễ tân rất nhiệt tình, đã hỗ trợ rất nhiều cho chúng tôi trong kì nghỉ. Nhất định sẽ quay lại lưu trú tại khách sạn;Positive
Vị trí đẹp, tiện di chuyển. Nhân viên bộ phận Lễ tân thân thiện. Bạn Hậu buồng phòng rất nhiệt tình khi gia đình tôi cần thêm đồ dùng trong phòng. Sẽ quay lại;Vị trí đẹp, tiện di chuyển. Nhân viên bộ phận Lễ tân thân thiện. Bạn Hậu buồng phòng rất nhiệt tình khi gia đình tôi cần thêm đồ dùng trong phòng. Sẽ quay lại;Positive
Công tác đặt 1 đêm tại khách sạn Các bạn nhân viên Lễ Tân rất nhiệt tình hỗ trợ check in nhanh và out luôn có các bạn Bell hỗ trợ hành lý Khi bị sốt luôn được các bạn quan tâm đặt biệt bạn Lễ tân tên Hồng hỗ trợ tôi thuốc hạ sốt và cháo trắng Nhất định sẽ tiếp tục ủng hộ Mường Thanh;Công tác đặt 1 đêm tại khách sạn Các bạn nhân viên Lễ Tân rất nhiệt tình hỗ trợ check in nhanh và out luôn có các bạn Bell hỗ trợ hành lý Khi bị sốt luôn được các bạn quan tâm đặt biệt bạn Lễ tân tên Hồng hỗ trợ tôi thuốc hạ sốt và cháo trắng Nhất định;Positive
Khách sạn đẹp nhân viên hỗ trợ khách rất nhiệt tình hỗ rất tốt đặt biệt bạn Ngân Tuyền hỗ trợ các dịch vụ đặt phòng chu đáo Có cơ hội sẽ quay lại;Khách sạn đẹp nhân viên hỗ trợ khách rất nhiệt tình hỗ rất tốt đặt biệt bạn Ngân Tuyền hỗ trợ các dịch vụ đặt phòng chu đáo Có cơ hội sẽ quay lại;Positive
